Datum,Jahr,Monat,Tag_des_Monats,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Temperatur_Code,Wettercode_Ueberkat,Windgeschwindigkeit_kodiert
2013-11-25,2013,11,25,0,3.7,10,0,2,4,1
2013-12-09,2013,12,9,7,9.2375,10,45,2,4,1
2013-12-23,2013,12,23,3,5.4875,10,0,2,4,1
2014-11-06,2014,11,6,5,8.875,10,0,2,4,1
2014-11-24,2014,11,24,3,9.375,10,0,2,4,1
2014-11-29,2014,11,29,8,1,10,5,2,4,1
2015-12-19,2015,12,19,6,11.375,10,0,2,4,1
2016-11-14,2016,11,14,4,2,10,5,2,4,1
2018-11-28,2018,11,28,3,1.5,10,5,2,4,1
2014-04-22,2014,4,22,3,15.45,10,10,3,2,1
2014-04-22,2014,4,22,3,15.45,10,10,3,2,1
2014-04-22,2014,4,22,3,15.45,10,10,3,2,1
2014-04-22,2014,4,22,3,15.45,10,10,3,2,1
2014-11-12,2014,11,12,7,9.75,10,10,2,2,1
2014-11-14,2014,11,14,7,10.75,10,10,2,2,1
2014-11-27,2014,11,27,0,4.5,10,10,2,2,1
2014-12-03,2014,12,3,7,0.625,10,10,2,2,1
2016-02-25,2016,2,25,6,3.5,10,53,2,2,1
2016-12-21,2016,12,21,6,3.625,10,10,2,2,1
2016-12-30,2016,12,30,4,1.75,10,10,2,2,1
2017-12-16,2017,12,16,1,3.275,10,10,2,2,1
2018-01-12,2018,1,12,7,2.275,10,10,2,2,1
2018-11-17,2018,11,17,0,5.375,10,10,2,2,1
2019-02-02,2019,2,2,8,1.7375,10,10,2,2,1
2019-02-14,2019,2,14,3,7.4,10,10,2,2,1
2019-04-06,2019,4,6,0,12.7625,10,10,2,2,1
2014-11-12,2014,11,12,7,9.75,10,10,2,2,1
2014-11-14,2014,11,14,7,10.75,10,10,2,2,1
2014-11-27,2014,11,27,0,4.5,10,10,2,2,1
2014-12-03,2014,12,3,7,0.625,10,10,2,2,1
2016-02-25,2016,2,25,6,3.5,10,53,2,2,1
2016-12-21,2016,12,21,6,3.625,10,10,2,2,1
2016-12-30,2016,12,30,4,1.75,10,10,2,2,1
2017-12-16,2017,12,16,1,3.275,10,10,2,2,1
2018-01-12,2018,1,12,7,2.275,10,10,2,2,1
2018-11-17,2018,11,17,0,5.375,10,10,2,2,1
2019-02-02,2019,2,2,8,1.7375,10,10,2,2,1
2019-02-14,2019,2,14,3,7.4,10,10,2,2,1
2019-04-06,2019,4,6,0,12.7625,10,10,2,2,1
2014-11-12,2014,11,12,7,9.75,10,10,2,2,1
2014-11-14,2014,11,14,7,10.75,10,10,2,2,1
2014-11-27,2014,11,27,0,4.5,10,10,2,2,1
2014-12-03,2014,12,3,7,0.625,10,10,2,2,1
2016-02-25,2016,2,25,6,3.5,10,53,2,2,1
2016-12-21,2016,12,21,6,3.625,10,10,2,2,1
2016-12-30,2016,12,30,4,1.75,10,10,2,2,1
2017-12-16,2017,12,16,1,3.275,10,10,2,2,1
2018-01-12,2018,1,12,7,2.275,10,10,2,2,1
2018-11-17,2018,11,17,0,5.375,10,10,2,2,1
2019-02-02,2019,2,2,8,1.7375,10,10,2,2,1
2019-02-14,2019,2,14,3,7.4,10,10,2,2,1
2019-04-06,2019,4,6,0,12.7625,10,10,2,2,1
2014-11-12,2014,11,12,7,9.75,10,10,2,2,1
2014-11-14,2014,11,14,7,10.75,10,10,2,2,1
2014-11-27,2014,11,27,0,4.5,10,10,2,2,1
2014-12-03,2014,12,3,7,0.625,10,10,2,2,1
2016-02-25,2016,2,25,6,3.5,10,53,2,2,1
2016-12-21,2016,12,21,6,3.625,10,10,2,2,1
2016-12-30,2016,12,30,4,1.75,10,10,2,2,1
2017-12-16,2017,12,16,1,3.275,10,10,2,2,1
2018-01-12,2018,1,12,7,2.275,10,10,2,2,1
2018-11-17,2018,11,17,0,5.375,10,10,2,2,1
2019-02-02,2019,2,2,8,1.7375,10,10,2,2,1
2019-02-14,2019,2,14,3,7.4,10,10,2,2,1
2019-04-06,2019,4,6,0,12.7625,10,10,2,2,1
2014-11-12,2014,11,12,7,9.75,10,10,2,2,1
2014-11-14,2014,11,14,7,10.75,10,10,2,2,1
2014-11-27,2014,11,27,0,4.5,10,10,2,2,1
2014-12-03,2014,12,3,7,0.625,10,10,2,2,1
2016-02-25,2016,2,25,6,3.5,10,53,2,2,1
2016-12-21,2016,12,21,6,3.625,10,10,2,2,1
2016-12-30,2016,12,30,4,1.75,10,10,2,2,1
2017-12-16,2017,12,16,1,3.275,10,10,2,2,1
2018-01-12,2018,1,12,7,2.275,10,10,2,2,1
2018-11-17,2018,11,17,0,5.375,10,10,2,2,1
2019-02-02,2019,2,2,8,1.7375,10,10,2,2,1
2019-02-14,2019,2,14,3,7.4,10,10,2,2,1
2019-04-06,2019,4,6,0,12.7625,10,10,2,2,1
2014-11-12,2014,11,12,7,9.75,10,10,2,2,1
2014-11-14,2014,11,14,7,10.75,10,10,2,2,1
2014-11-27,2014,11,27,0,4.5,10,10,2,2,1
2014-12-03,2014,12,3,7,0.625,10,10,2,2,1
2016-12-21,2016,12,21,6,3.625,10,10,2,2,1
2017-12-16,2017,12,16,1,3.275,10,10,2,2,1
2018-11-17,2018,11,17,0,5.375,10,10,2,2,1
2014-01-26,2014,1,26,1,-8.475,10,10,1,2,1
2014-01-28,2014,1,28,7,-0.2625,10,10,1,2,1
2017-02-13,2017,2,13,0,-0.25,10,10,1,2,1
2014-01-26,2014,1,26,1,-8.475,10,10,1,2,1
2014-01-28,2014,1,28,7,-0.2625,10,10,1,2,1
2017-02-13,2017,2,13,0,-0.25,10,10,1,2,1
2014-01-26,2014,1,26,1,-8.475,10,10,1,2,1
2014-01-28,2014,1,28,7,-0.2625,10,10,1,2,1
2017-02-13,2017,2,13,0,-0.25,10,10,1,2,1
2014-01-26,2014,1,26,1,-8.475,10,10,1,2,1
2014-01-28,2014,1,28,7,-0.2625,10,10,1,2,1
2017-02-13,2017,2,13,0,-0.25,10,10,1,2,1
2014-01-26,2014,1,26,1,-8.475,10,10,1,2,1
2014-01-28,2014,1,28,7,-0.2625,10,10,1,2,1
2017-02-13,2017,2,13,0,-0.25,10,10,1,2,1
2013-08-18,2013,8,18,7,18.5875,10,63,3,1,1
2013-09-14,2013,9,14,5,17.625,10,63,3,1,1
2014-04-07,2014,4,7,7,15.7875,10,63,3,1,1
2014-07-05,2014,7,5,6,24.5875,10,65,3,1,1
2014-07-13,2014,7,13,7,18.6,10,61,3,1,1
2014-08-14,2014,8,14,7,18.05,10,65,3,1,1
2014-09-24,2014,9,24,7,15.375,10,63,3,1,1
2015-09-04,2015,9,4,7,15.625,10,61,3,1,1
2016-06-20,2016,6,20,4,20.875,10,61,3,1,1
2016-06-27,2016,6,27,7,19.375,10,61,3,1,1
2016-07-04,2016,7,4,6,17.25,10,61,3,1,1
2016-07-16,2016,7,16,7,18,10,61,3,1,1
2016-07-29,2016,7,29,6,21,10,65,3,1,1
2016-07-30,2016,7,30,4,19.625,10,65,3,1,1
2016-08-22,2016,8,22,7,18.375,10,65,3,1,1
2017-06-06,2017,6,6,4,21.625,10,61,3,1,1
2017-07-27,2017,7,27,6,19.5,10,61,3,1,1
2017-08-17,2017,8,17,5,21.8,10,63,3,1,1
2017-08-20,2017,8,20,6,16.0125,10,61,3,1,1
2017-09-27,2017,9,27,7,16.575,10,61,3,1,1
2019-05-21,2019,5,21,7,16.425,10,61,3,1,1
2013-08-18,2013,8,18,7,18.5875,10,63,3,1,1
2013-09-14,2013,9,14,5,17.625,10,63,3,1,1
2014-04-07,2014,4,7,7,15.7875,10,63,3,1,1
2014-07-05,2014,7,5,6,24.5875,10,65,3,1,1
2014-07-13,2014,7,13,7,18.6,10,61,3,1,1
2014-08-14,2014,8,14,7,18.05,10,65,3,1,1
2014-09-24,2014,9,24,7,15.375,10,63,3,1,1
2015-09-04,2015,9,4,7,15.625,10,61,3,1,1
2016-06-20,2016,6,20,4,20.875,10,61,3,1,1
2016-06-27,2016,6,27,7,19.375,10,61,3,1,1
2016-07-04,2016,7,4,6,17.25,10,61,3,1,1
2016-07-16,2016,7,16,7,18,10,61,3,1,1
2016-07-29,2016,7,29,6,21,10,65,3,1,1
2016-07-30,2016,7,30,4,19.625,10,65,3,1,1
2016-08-22,2016,8,22,7,18.375,10,65,3,1,1
2017-06-06,2017,6,6,4,21.625,10,61,3,1,1
2017-07-27,2017,7,27,6,19.5,10,61,3,1,1
2017-08-17,2017,8,17,5,21.8,10,63,3,1,1
2017-08-20,2017,8,20,6,16.0125,10,61,3,1,1
2017-09-27,2017,9,27,7,16.575,10,61,3,1,1
2019-05-21,2019,5,21,7,16.425,10,61,3,1,1
2013-08-18,2013,8,18,7,18.5875,10,63,3,1,1
2013-09-14,2013,9,14,5,17.625,10,63,3,1,1
2014-04-07,2014,4,7,7,15.7875,10,63,3,1,1
2014-07-05,2014,7,5,6,24.5875,10,65,3,1,1
2014-07-13,2014,7,13,7,18.6,10,61,3,1,1
2014-08-14,2014,8,14,7,18.05,10,65,3,1,1
2014-09-24,2014,9,24,7,15.375,10,63,3,1,1
2015-09-04,2015,9,4,7,15.625,10,61,3,1,1
2016-06-20,2016,6,20,4,20.875,10,61,3,1,1
2016-06-27,2016,6,27,7,19.375,10,61,3,1,1
2016-07-04,2016,7,4,6,17.25,10,61,3,1,1
2016-07-16,2016,7,16,7,18,10,61,3,1,1
2016-07-29,2016,7,29,6,21,10,65,3,1,1
2016-07-30,2016,7,30,4,19.625,10,65,3,1,1
2016-08-22,2016,8,22,7,18.375,10,65,3,1,1
2017-06-06,2017,6,6,4,21.625,10,61,3,1,1
2017-07-27,2017,7,27,6,19.5,10,61,3,1,1
2017-08-17,2017,8,17,5,21.8,10,63,3,1,1
2017-08-20,2017,8,20,6,16.0125,10,61,3,1,1
2017-09-27,2017,9,27,7,16.575,10,61,3,1,1
2019-05-21,2019,5,21,7,16.425,10,61,3,1,1
2013-08-18,2013,8,18,7,18.5875,10,63,3,1,1
2013-09-14,2013,9,14,5,17.625,10,63,3,1,1
2014-04-07,2014,4,7,7,15.7875,10,63,3,1,1
2014-07-05,2014,7,5,6,24.5875,10,65,3,1,1
2014-07-13,2014,7,13,7,18.6,10,61,3,1,1
2014-08-14,2014,8,14,7,18.05,10,65,3,1,1
2014-09-24,2014,9,24,7,15.375,10,63,3,1,1
2015-09-04,2015,9,4,7,15.625,10,61,3,1,1
2016-06-20,2016,6,20,4,20.875,10,61,3,1,1
2016-06-27,2016,6,27,7,19.375,10,61,3,1,1
2016-07-04,2016,7,4,6,17.25,10,61,3,1,1
2016-07-16,2016,7,16,7,18,10,61,3,1,1
2016-07-29,2016,7,29,6,21,10,65,3,1,1
2016-07-30,2016,7,30,4,19.625,10,65,3,1,1
2016-08-22,2016,8,22,7,18.375,10,65,3,1,1
2017-06-06,2017,6,6,4,21.625,10,61,3,1,1
2017-07-27,2017,7,27,6,19.5,10,61,3,1,1
2017-08-17,2017,8,17,5,21.8,10,63,3,1,1
2017-08-20,2017,8,20,6,16.0125,10,61,3,1,1
2017-09-27,2017,9,27,7,16.575,10,61,3,1,1
2019-05-21,2019,5,21,7,16.425,10,61,3,1,1
2013-08-18,2013,8,18,7,18.5875,10,63,3,1,1
2013-09-14,2013,9,14,5,17.625,10,63,3,1,1
2014-04-07,2014,4,7,7,15.7875,10,63,3,1,1
2014-07-05,2014,7,5,6,24.5875,10,65,3,1,1
2014-07-13,2014,7,13,7,18.6,10,61,3,1,1
2014-08-14,2014,8,14,7,18.05,10,65,3,1,1
2014-09-24,2014,9,24,7,15.375,10,63,3,1,1
2015-09-04,2015,9,4,7,15.625,10,61,3,1,1
2016-06-20,2016,6,20,4,20.875,10,61,3,1,1
2016-06-27,2016,6,27,7,19.375,10,61,3,1,1
2016-07-04,2016,7,4,6,17.25,10,61,3,1,1
2016-07-16,2016,7,16,7,18,10,61,3,1,1
2016-07-29,2016,7,29,6,21,10,65,3,1,1
2016-07-30,2016,7,30,4,19.625,10,65,3,1,1
2016-08-22,2016,8,22,7,18.375,10,65,3,1,1
2017-06-06,2017,6,6,4,21.625,10,61,3,1,1
2017-07-27,2017,7,27,6,19.5,10,61,3,1,1
2017-08-17,2017,8,17,5,21.8,10,63,3,1,1
2017-08-20,2017,8,20,6,16.0125,10,61,3,1,1
2017-09-27,2017,9,27,7,16.575,10,61,3,1,1
2019-05-21,2019,5,21,7,16.425,10,61,3,1,1
2013-09-17,2013,9,17,5,13.1375,10,63,2,1,1
2013-10-30,2013,10,30,6,10.4375,10,61,2,1,1
2013-11-07,2013,11,7,6,9.5,10,61,2,1,1
2013-12-19,2013,12,19,7,7.4,10,63,2,1,1
2013-12-20,2013,12,20,7,5.2875,10,61,2,1,1
2014-01-03,2014,1,3,7,6.8375,10,63,2,1,1
2014-02-01,2014,2,1,7,3.225,10,63,2,1,1
2014-05-08,2014,5,8,7,12.45,10,63,2,1,1
2014-05-09,2014,5,9,6,12.3875,10,61,2,1,1
2014-10-07,2014,10,7,7,13,10,65,2,1,1
2014-10-08,2014,10,8,6,14.125,10,61,2,1,1
2014-10-17,2014,10,17,7,14.375,10,65,2,1,1
2014-12-13,2014,12,13,5,4.75,10,61,2,1,1
2014-12-17,2014,12,17,7,3.625,10,61,2,1,1
2015-01-07,2015,1,7,6,5.75,10,61,2,1,1
2015-01-26,2015,1,26,7,3.375,10,61,2,1,1
2015-04-30,2015,4,30,6,11.375,10,61,2,1,1
2015-05-21,2015,5,21,6,12.625,10,61,2,1,1
2015-05-25,2015,5,25,7,11.75,10,61,2,1,1
2015-05-31,2015,5,31,7,14.5,10,61,2,1,1
2015-10-13,2015,10,13,7,7.75,10,61,2,1,1
2015-10-18,2015,10,18,8,11.125,10,61,2,1,1
2015-10-22,2015,10,22,7,12.25,10,61,2,1,1
2015-12-12,2015,12,12,3,6.875,10,61,2,1,1
2015-12-31,2015,12,31,7,2,10,61,2,1,1
2016-02-05,2016,2,5,7,4.5,10,61,2,1,1
2016-03-08,2016,3,8,6,5,10,61,2,1,1
2016-04-25,2016,4,25,8,4.625,10,61,2,1,1
2016-10-09,2016,10,9,7,9.125,10,61,2,1,1
2016-10-10,2016,10,10,7,11.125,10,61,2,1,1
2016-10-21,2016,10,21,6,9.875,10,61,2,1,1
2016-11-26,2016,11,26,7,5.875,10,61,2,1,1
2016-12-07,2016,12,7,7,4.5,10,61,2,1,1
2016-12-10,2016,12,10,7,9.5,10,61,2,1,1
2017-01-14,2017,1,14,2,1.75,10,61,2,1,1
2017-02-05,2017,2,5,8,2,10,61,2,1,1
2017-02-16,2017,2,16,7,6.25,10,61,2,1,1
2017-04-17,2017,4,17,6,6.25,10,61,2,1,1
2017-04-28,2017,4,28,7,8.625,10,61,2,1,1
2017-09-08,2017,9,8,7,14.9375,10,61,2,1,1
2017-09-20,2017,9,20,7,14.225,10,61,2,1,1
2017-10-07,2017,10,7,7,10.65,10,61,2,1,1
2017-11-22,2017,11,22,7,10.6125,10,61,2,1,1
2017-12-09,2017,12,9,3,3.5125,10,61,2,1,1
2017-12-30,2017,12,30,7,4.05,10,61,2,1,1
2018-01-05,2018,1,5,8,4.325,10,61,2,1,1
2018-01-11,2018,1,11,7,3.8375,10,61,2,1,1
2018-01-17,2018,1,17,6,1.8125,10,61,2,1,1
2018-03-10,2018,3,10,8,3.4,10,63,2,1,1
2018-04-14,2018,4,14,8,7.675,10,61,2,1,1
2018-09-29,2018,9,29,6,13.1,10,61,2,1,1
2018-11-29,2018,11,29,7,3.3,10,61,2,1,1
2018-12-13,2018,12,13,7,2.925,10,61,2,1,1
2018-12-29,2018,12,29,8,7.675,10,61,2,1,1
2019-02-07,2019,2,7,7,6.0375,10,61,2,1,1
2019-04-28,2019,4,28,7,9.85,10,61,2,1,1
2019-05-26,2019,5,26,7,13.625,10,61,2,1,1
2013-09-17,2013,9,17,5,13.1375,10,63,2,1,1
2013-10-30,2013,10,30,6,10.4375,10,61,2,1,1
2013-11-07,2013,11,7,6,9.5,10,61,2,1,1
2013-12-19,2013,12,19,7,7.4,10,63,2,1,1
2013-12-20,2013,12,20,7,5.2875,10,61,2,1,1
2014-01-03,2014,1,3,7,6.8375,10,63,2,1,1
2014-02-01,2014,2,1,7,3.225,10,63,2,1,1
2014-05-08,2014,5,8,7,12.45,10,63,2,1,1
2014-05-09,2014,5,9,6,12.3875,10,61,2,1,1
2014-10-07,2014,10,7,7,13,10,65,2,1,1
2014-10-08,2014,10,8,6,14.125,10,61,2,1,1
2014-10-17,2014,10,17,7,14.375,10,65,2,1,1
2014-12-13,2014,12,13,5,4.75,10,61,2,1,1
2014-12-17,2014,12,17,7,3.625,10,61,2,1,1
2015-01-07,2015,1,7,6,5.75,10,61,2,1,1
2015-01-26,2015,1,26,7,3.375,10,61,2,1,1
2015-04-30,2015,4,30,6,11.375,10,61,2,1,1
2015-05-21,2015,5,21,6,12.625,10,61,2,1,1
2015-05-25,2015,5,25,7,11.75,10,61,2,1,1
2015-05-31,2015,5,31,7,14.5,10,61,2,1,1
2015-10-13,2015,10,13,7,7.75,10,61,2,1,1
2015-10-18,2015,10,18,8,11.125,10,61,2,1,1
2015-10-22,2015,10,22,7,12.25,10,61,2,1,1
2015-12-12,2015,12,12,3,6.875,10,61,2,1,1
2015-12-31,2015,12,31,7,2,10,61,2,1,1
2016-02-05,2016,2,5,7,4.5,10,61,2,1,1
2016-03-08,2016,3,8,6,5,10,61,2,1,1
2016-04-25,2016,4,25,8,4.625,10,61,2,1,1
2016-10-09,2016,10,9,7,9.125,10,61,2,1,1
2016-10-10,2016,10,10,7,11.125,10,61,2,1,1
2016-10-21,2016,10,21,6,9.875,10,61,2,1,1
2016-11-26,2016,11,26,7,5.875,10,61,2,1,1
2016-12-07,2016,12,7,7,4.5,10,61,2,1,1
2016-12-10,2016,12,10,7,9.5,10,61,2,1,1
2017-01-14,2017,1,14,2,1.75,10,61,2,1,1
2017-02-05,2017,2,5,8,2,10,61,2,1,1
2017-02-16,2017,2,16,7,6.25,10,61,2,1,1
2017-04-17,2017,4,17,6,6.25,10,61,2,1,1
2017-04-28,2017,4,28,7,8.625,10,61,2,1,1
2017-09-08,2017,9,8,7,14.9375,10,61,2,1,1
2017-09-20,2017,9,20,7,14.225,10,61,2,1,1
2017-10-07,2017,10,7,7,10.65,10,61,2,1,1
2017-11-22,2017,11,22,7,10.6125,10,61,2,1,1
2017-12-09,2017,12,9,3,3.5125,10,61,2,1,1
2017-12-30,2017,12,30,7,4.05,10,61,2,1,1
2018-01-05,2018,1,5,8,4.325,10,61,2,1,1
2018-01-11,2018,1,11,7,3.8375,10,61,2,1,1
2018-01-17,2018,1,17,6,1.8125,10,61,2,1,1
2018-03-10,2018,3,10,8,3.4,10,63,2,1,1
2018-04-14,2018,4,14,8,7.675,10,61,2,1,1
2018-09-29,2018,9,29,6,13.1,10,61,2,1,1
2018-11-29,2018,11,29,7,3.3,10,61,2,1,1
2018-12-13,2018,12,13,7,2.925,10,61,2,1,1
2018-12-29,2018,12,29,8,7.675,10,61,2,1,1
2019-02-07,2019,2,7,7,6.0375,10,61,2,1,1
2019-04-28,2019,4,28,7,9.85,10,61,2,1,1
2019-05-26,2019,5,26,7,13.625,10,61,2,1,1
2013-09-17,2013,9,17,5,13.1375,10,63,2,1,1
2013-10-30,2013,10,30,6,10.4375,10,61,2,1,1
2013-11-07,2013,11,7,6,9.5,10,61,2,1,1
2013-12-19,2013,12,19,7,7.4,10,63,2,1,1
2013-12-20,2013,12,20,7,5.2875,10,61,2,1,1
2014-01-03,2014,1,3,7,6.8375,10,63,2,1,1
2014-02-01,2014,2,1,7,3.225,10,63,2,1,1
2014-05-08,2014,5,8,7,12.45,10,63,2,1,1
2014-05-09,2014,5,9,6,12.3875,10,61,2,1,1
2014-10-07,2014,10,7,7,13,10,65,2,1,1
2014-10-08,2014,10,8,6,14.125,10,61,2,1,1
2014-10-17,2014,10,17,7,14.375,10,65,2,1,1
2014-12-13,2014,12,13,5,4.75,10,61,2,1,1
2014-12-17,2014,12,17,7,3.625,10,61,2,1,1
2015-01-07,2015,1,7,6,5.75,10,61,2,1,1
2015-01-26,2015,1,26,7,3.375,10,61,2,1,1
2015-04-30,2015,4,30,6,11.375,10,61,2,1,1
2015-05-21,2015,5,21,6,12.625,10,61,2,1,1
2015-05-25,2015,5,25,7,11.75,10,61,2,1,1
2015-05-31,2015,5,31,7,14.5,10,61,2,1,1
2015-10-13,2015,10,13,7,7.75,10,61,2,1,1
2015-10-18,2015,10,18,8,11.125,10,61,2,1,1
2015-10-22,2015,10,22,7,12.25,10,61,2,1,1
2015-12-12,2015,12,12,3,6.875,10,61,2,1,1
2015-12-31,2015,12,31,7,2,10,61,2,1,1
2016-02-05,2016,2,5,7,4.5,10,61,2,1,1
2016-03-08,2016,3,8,6,5,10,61,2,1,1
2016-04-25,2016,4,25,8,4.625,10,61,2,1,1
2016-10-09,2016,10,9,7,9.125,10,61,2,1,1
2016-10-10,2016,10,10,7,11.125,10,61,2,1,1
2016-10-21,2016,10,21,6,9.875,10,61,2,1,1
2016-11-26,2016,11,26,7,5.875,10,61,2,1,1
2016-12-07,2016,12,7,7,4.5,10,61,2,1,1
2016-12-10,2016,12,10,7,9.5,10,61,2,1,1
2017-01-14,2017,1,14,2,1.75,10,61,2,1,1
2017-02-05,2017,2,5,8,2,10,61,2,1,1
2017-02-16,2017,2,16,7,6.25,10,61,2,1,1
2017-04-17,2017,4,17,6,6.25,10,61,2,1,1
2017-04-28,2017,4,28,7,8.625,10,61,2,1,1
2017-09-08,2017,9,8,7,14.9375,10,61,2,1,1
2017-09-20,2017,9,20,7,14.225,10,61,2,1,1
2017-10-07,2017,10,7,7,10.65,10,61,2,1,1
2017-11-22,2017,11,22,7,10.6125,10,61,2,1,1
2017-12-09,2017,12,9,3,3.5125,10,61,2,1,1
2017-12-30,2017,12,30,7,4.05,10,61,2,1,1
2018-01-05,2018,1,5,8,4.325,10,61,2,1,1
2018-01-11,2018,1,11,7,3.8375,10,61,2,1,1
2018-01-17,2018,1,17,6,1.8125,10,61,2,1,1
2018-03-10,2018,3,10,8,3.4,10,63,2,1,1
2018-04-14,2018,4,14,8,7.675,10,61,2,1,1
2018-09-29,2018,9,29,6,13.1,10,61,2,1,1
2018-11-29,2018,11,29,7,3.3,10,61,2,1,1
2018-12-13,2018,12,13,7,2.925,10,61,2,1,1
2018-12-29,2018,12,29,8,7.675,10,61,2,1,1
2019-02-07,2019,2,7,7,6.0375,10,61,2,1,1
2019-04-28,2019,4,28,7,9.85,10,61,2,1,1
2019-05-26,2019,5,26,7,13.625,10,61,2,1,1
2013-09-17,2013,9,17,5,13.1375,10,63,2,1,1
2013-10-30,2013,10,30,6,10.4375,10,61,2,1,1
2013-11-07,2013,11,7,6,9.5,10,61,2,1,1
2013-12-19,2013,12,19,7,7.4,10,63,2,1,1
2013-12-20,2013,12,20,7,5.2875,10,61,2,1,1
2014-01-03,2014,1,3,7,6.8375,10,63,2,1,1
2014-02-01,2014,2,1,7,3.225,10,63,2,1,1
2014-05-08,2014,5,8,7,12.45,10,63,2,1,1
2014-05-09,2014,5,9,6,12.3875,10,61,2,1,1
2014-10-07,2014,10,7,7,13,10,65,2,1,1
2014-10-08,2014,10,8,6,14.125,10,61,2,1,1
2014-10-17,2014,10,17,7,14.375,10,65,2,1,1
2014-12-13,2014,12,13,5,4.75,10,61,2,1,1
2014-12-17,2014,12,17,7,3.625,10,61,2,1,1
2015-01-07,2015,1,7,6,5.75,10,61,2,1,1
2015-01-26,2015,1,26,7,3.375,10,61,2,1,1
2015-04-30,2015,4,30,6,11.375,10,61,2,1,1
2015-05-21,2015,5,21,6,12.625,10,61,2,1,1
2015-05-25,2015,5,25,7,11.75,10,61,2,1,1
2015-05-31,2015,5,31,7,14.5,10,61,2,1,1
2015-10-13,2015,10,13,7,7.75,10,61,2,1,1
2015-10-18,2015,10,18,8,11.125,10,61,2,1,1
2015-10-22,2015,10,22,7,12.25,10,61,2,1,1
2015-12-12,2015,12,12,3,6.875,10,61,2,1,1
2016-02-05,2016,2,5,7,4.5,10,61,2,1,1
2016-03-08,2016,3,8,6,5,10,61,2,1,1
2016-04-25,2016,4,25,8,4.625,10,61,2,1,1
2016-10-09,2016,10,9,7,9.125,10,61,2,1,1
2016-10-10,2016,10,10,7,11.125,10,61,2,1,1
2016-10-21,2016,10,21,6,9.875,10,61,2,1,1
2016-11-26,2016,11,26,7,5.875,10,61,2,1,1
2016-12-07,2016,12,7,7,4.5,10,61,2,1,1
2016-12-10,2016,12,10,7,9.5,10,61,2,1,1
2017-01-14,2017,1,14,2,1.75,10,61,2,1,1
2017-02-05,2017,2,5,8,2,10,61,2,1,1
2017-02-16,2017,2,16,7,6.25,10,61,2,1,1
2017-04-17,2017,4,17,6,6.25,10,61,2,1,1
2017-04-28,2017,4,28,7,8.625,10,61,2,1,1
2017-09-08,2017,9,8,7,14.9375,10,61,2,1,1
2017-09-20,2017,9,20,7,14.225,10,61,2,1,1
2017-10-07,2017,10,7,7,10.65,10,61,2,1,1
2017-11-22,2017,11,22,7,10.6125,10,61,2,1,1
2017-12-09,2017,12,9,3,3.5125,10,61,2,1,1
2017-12-30,2017,12,30,7,4.05,10,61,2,1,1
2018-01-05,2018,1,5,8,4.325,10,61,2,1,1
2018-01-11,2018,1,11,7,3.8375,10,61,2,1,1
2018-01-17,2018,1,17,6,1.8125,10,61,2,1,1
2018-03-10,2018,3,10,8,3.4,10,63,2,1,1
2018-04-14,2018,4,14,8,7.675,10,61,2,1,1
2018-09-29,2018,9,29,6,13.1,10,61,2,1,1
2018-11-29,2018,11,29,7,3.3,10,61,2,1,1
2018-12-13,2018,12,13,7,2.925,10,61,2,1,1
2018-12-29,2018,12,29,8,7.675,10,61,2,1,1
2019-02-07,2019,2,7,7,6.0375,10,61,2,1,1
2019-04-28,2019,4,28,7,9.85,10,61,2,1,1
2019-05-26,2019,5,26,7,13.625,10,61,2,1,1
2013-09-17,2013,9,17,5,13.1375,10,63,2,1,1
2013-10-30,2013,10,30,6,10.4375,10,61,2,1,1
2013-11-07,2013,11,7,6,9.5,10,61,2,1,1
2013-12-19,2013,12,19,7,7.4,10,63,2,1,1
2013-12-20,2013,12,20,7,5.2875,10,61,2,1,1
2014-01-03,2014,1,3,7,6.8375,10,63,2,1,1
2014-02-01,2014,2,1,7,3.225,10,63,2,1,1
2014-05-08,2014,5,8,7,12.45,10,63,2,1,1
2014-05-09,2014,5,9,6,12.3875,10,61,2,1,1
2014-10-07,2014,10,7,7,13,10,65,2,1,1
2014-10-08,2014,10,8,6,14.125,10,61,2,1,1
2014-10-17,2014,10,17,7,14.375,10,65,2,1,1
2014-12-13,2014,12,13,5,4.75,10,61,2,1,1
2014-12-17,2014,12,17,7,3.625,10,61,2,1,1
2015-01-07,2015,1,7,6,5.75,10,61,2,1,1
2015-01-26,2015,1,26,7,3.375,10,61,2,1,1
2015-04-30,2015,4,30,6,11.375,10,61,2,1,1
2015-05-21,2015,5,21,6,12.625,10,61,2,1,1
2015-05-25,2015,5,25,7,11.75,10,61,2,1,1
2015-05-31,2015,5,31,7,14.5,10,61,2,1,1
2015-10-13,2015,10,13,7,7.75,10,61,2,1,1
2015-10-18,2015,10,18,8,11.125,10,61,2,1,1
2015-10-22,2015,10,22,7,12.25,10,61,2,1,1
2015-12-12,2015,12,12,3,6.875,10,61,2,1,1
2015-12-31,2015,12,31,7,2,10,61,2,1,1
2016-02-05,2016,2,5,7,4.5,10,61,2,1,1
2016-03-08,2016,3,8,6,5,10,61,2,1,1
2016-04-25,2016,4,25,8,4.625,10,61,2,1,1
2016-10-09,2016,10,9,7,9.125,10,61,2,1,1
2016-10-10,2016,10,10,7,11.125,10,61,2,1,1
